mortgage_id,customer_id,origination_date,original_balance,current_balance,mortgage_rate,original_term_years,remaining_term_months,monthly_payment,ltv,property_value,delinquency_flag
M0105580,C0105580,2022-12-04,343000,328000,4.907,30,315,1821.85,0.564,582000,0
M0105581,C0105581,2024-12-08,245000,240000,6.636,30,339,1570.54,0.708,339000,0
M0105582,C0105582,2022-12-22,181000,173000,5.749,30,316,1056.15,0.562,308000,0
M0105583,C0105583,2020-08-29,159000,148000,6.316,30,288,985.83,0.507,292000,0
M0105584,C0105584,2025-08-17,361000,357000,6.581,30,348,2301.03,0.726,492000,0
M0105585,C0105585,2024-01-16,351000,340000,7.026,30,329,2341.34,0.69,493000,0
M0105586,C0105586,2021-08-22,163000,153000,6.57,30,300,1037.79,0.662,231000,0
M0105587,C0105587,2024-06-29,669000,652000,4.528,30,334,3400.86,0.558,1169000,0
M0105588,C0105588,2022-10-11,498000,475000,6.445,30,313,3129.71,0.496,957000,0
M0105589,C0105589,2024-09-12,197000,188000,5.852,15,157,1646.69,0.74,254000,0
M0105590,C0105590,2024-12-09,374000,366000,6.981,30,339,2483.46,0.517,708000,0
M0105591,C0105591,2021-04-14,306000,287000,5.528,30,296,1742.81,0.602,477000,0
M0105592,C0105592,2021-01-10,374000,349000,6.759,30,292,2427.99,0.498,701000,0
M0105593,C0105593,2025-06-25,357000,347000,5.61,15,166,2937.87,0.519,669000,0
M0105594,C0105594,2022-06-26,459000,436000,5.654,30,310,2650.67,0.548,796000,0
M0105595,C0105595,2023-03-06,687000,659000,6.233,30,318,4222.38,0.67,984000,0
M0105596,C0105596,2023-06-29,381000,367000,5.154,30,322,2081.3,0.757,485000,0
M0105597,C0105597,2021-07-08,428000,402000,6.108,30,298,2595.87,0.681,590000,0
M0105598,C0105598,2021-11-15,682000,644000,3.83,30,303,3189.49,0.633,1017000,0
M0105599,C0105599,2024-11-10,250000,239000,6.032,15,158,2113.97,0.523,457000,0
M0105600,C0105600,2019-11-13,206000,190000,4.101,30,279,995.51,0.516,368000,0
M0105601,C0105601,2024-05-09,459000,446000,6.11,30,332,2784.48,0.592,754000,0
M0105602,C0105602,2022-06-01,178000,169000,2.8,30,309,731.39,0.744,227000,0
M0105603,C0105603,2024-10-13,219000,214000,3.504,30,338,983.9,0.73,293000,0
M0105604,C0105604,2022-02-03,696000,659000,5.558,30,305,3977.18,0.487,1354000,0
M0105605,C0105605,2025-07-16,139000,137000,5.577,30,347,795.95,0.55,249000,0
M0105606,C0105606,2024-01-31,381000,369000,5.222,30,329,2097.29,0.5,738000,0
M0105607,C0105607,2022-12-17,159000,145000,6.295,15,136,1367.21,0.551,263000,0
M0105608,C0105608,2025-02-08,402000,395000,6.526,30,341,2547.79,0.761,519000,0
M0105609,C0105609,2022-09-20,819000,781000,8.0,30,313,6009.53,0.519,1504000,0
M0105610,C0105610,2022-03-19,198000,188000,5.548,30,307,1130.19,0.477,394000,0
M0105611,C0105611,2020-01-10,115000,97000,6.638,15,100,1010.52,0.516,188000,0
M0105612,C0105612,2023-06-13,392000,377000,4.589,30,322,2006.99,0.731,516000,0
M0105613,C0105613,2021-05-01,239000,224000,4.898,30,296,1268.15,0.542,413000,0
M0105614,C0105614,2024-02-10,299000,290000,4.597,30,329,1532.27,0.533,544000,0
M0105615,C0105615,2019-11-18,393000,362000,5.379,30,279,2201.67,0.492,736000,0
M0105616,C0105616,2019-11-30,434000,400000,5.746,30,279,2531.6,0.508,787000,0
M0105617,C0105617,2021-02-27,436000,408000,6.646,30,294,2797.81,0.472,865000,0
M0105618,C0105618,2024-06-01,323000,306000,5.88,15,153,2704.76,0.616,497000,0
M0105619,C0105619,2019-10-30,408000,375000,6.97,30,278,2706.22,0.509,737000,0
M0105620,C0105620,2023-04-21,298000,286000,6.988,30,320,1980.2,0.536,534000,0
M0105621,C0105621,2024-03-17,278000,270000,5.544,30,331,1586.14,0.632,427000,0
M0105622,C0105622,2023-04-15,325000,312000,5.385,30,320,1821.93,0.5,624000,0
M0105623,C0105623,2024-09-09,437000,427000,3.823,30,336,2041.96,0.684,624000,0
M0105624,C0105624,2023-07-19,237000,228000,4.903,30,323,1258.25,0.547,417000,0
M0105625,C0105625,2023-05-09,365000,351000,4.61,30,320,1873.33,0.619,567000,0
M0105626,C0105626,2019-09-20,261000,240000,4.658,30,277,1347.06,0.63,381000,0
M0105627,C0105627,2022-10-01,227000,217000,5.034,30,313,1223.31,0.716,303000,0
M0105628,C0105628,2021-04-02,554000,519000,6.079,30,295,3349.7,0.746,696000,0
M0105629,C0105629,2020-10-01,395000,368000,5.819,30,289,2322.46,0.657,560000,0
M0105630,C0105630,2020-01-13,396000,365000,6.587,30,281,2525.69,0.516,708000,0
M0105631,C0105631,2022-06-14,204000,194000,5.923,30,310,1213.0,0.593,327000,0
M0105632,C0105632,2022-03-11,290000,275000,4.849,30,306,1530.13,0.52,529000,0
M0105633,C0105633,2019-12-27,443000,408000,6.333,30,280,2751.59,0.466,876000,0
M0105634,C0105634,2021-08-12,395000,348000,3.992,15,120,2920.18,0.646,539000,0
M0105635,C0105635,2023-12-20,1182000,1144000,6.575,30,328,7529.44,0.641,1785000,0
M0105636,C0105636,2022-02-18,366000,347000,4.658,30,306,1888.99,0.675,514000,0
M0105637,C0105637,2022-03-24,235000,223000,2.975,30,307,987.6,0.562,397000,0
M0105638,C0105638,2022-03-08,264000,250000,6.099,30,306,1599.66,0.519,482000,0
M0105639,C0105639,2021-10-15,214000,190000,5.16,15,122,1710.19,0.629,302000,0
M0105640,C0105640,2023-02-10,237000,227000,6.792,30,317,1543.8,0.518,438000,0
M0105641,C0105641,2024-10-05,345000,337000,6.559,30,337,2194.04,0.764,441000,0
M0105642,C0105642,2023-07-06,260000,250000,4.415,30,322,1304.28,0.554,451000,0
M0105643,C0105643,2020-12-26,639000,596000,7.175,30,292,4326.65,0.495,1205000,1
M0105644,C0105644,2019-09-14,509000,467000,3.427,30,277,2264.95,0.473,987000,0
M0105645,C0105645,2021-11-11,505000,477000,6.011,30,303,3031.3,0.623,766000,0
M0105646,C0105646,2021-01-12,289000,270000,7.067,30,293,1935.75,0.701,385000,0
M0105647,C0105647,2024-07-18,518000,505000,4.383,30,335,2588.74,0.6,842000,0
M0105648,C0105648,2020-12-28,547000,511000,7.823,30,292,3946.4,0.584,875000,0
M0105649,C0105649,2023-03-21,728000,698000,5.678,30,319,4215.17,0.558,1251000,0
M0105650,C0105650,2021-06-26,250000,235000,5.91,30,298,1484.44,0.558,421000,0
M0105651,C0105651,2021-11-08,330000,293000,6.792,15,122,2927.89,0.634,462000,0
M0105652,C0105652,2021-02-19,225000,210000,5.96,30,294,1343.21,0.727,289000,0
M0105653,C0105653,2021-04-19,1226000,1072000,4.043,15,116,9095.01,0.442,2425000,0
M0105654,C0105654,2021-10-27,296000,279000,2.8,30,302,1216.25,0.604,462000,0
M0105655,C0105655,2023-03-12,620000,595000,4.426,30,318,3114.25,0.571,1042000,0
M0105656,C0105656,2020-10-25,354000,330000,4.524,30,290,1798.72,0.73,452000,0
M0105657,C0105657,2021-05-13,509000,446000,4.457,15,117,3882.64,0.634,703000,0
M0105658,C0105658,2024-11-13,325000,318000,4.804,30,339,1705.95,0.605,526000,0
M0105659,C0105659,2024-02-19,520000,504000,2.8,30,330,2136.65,0.609,827000,1
M0105660,C0105660,2024-01-31,376000,353000,4.189,15,149,2816.97,0.654,540000,0
M0105661,C0105661,2023-11-14,769000,718000,6.101,15,147,6531.3,0.504,1424000,0
M0105662,C0105662,2021-06-25,382000,359000,6.646,30,298,2451.29,0.487,737000,0
M0105663,C0105663,2025-08-17,228000,222000,4.698,15,168,1767.35,0.663,335000,0
M0105664,C0105664,2024-02-19,425000,412000,6.26,30,330,2619.56,0.549,751000,0
M0105665,C0105665,2022-10-10,329000,314000,2.8,30,313,1351.84,0.696,451000,0
M0105666,C0105666,2024-08-17,200000,195000,5.797,30,336,1173.12,0.733,266000,0
M0105667,C0105667,2024-07-26,396000,386000,6.803,30,335,2582.42,0.704,548000,0
M0105668,C0105668,2023-02-11,241000,231000,6.067,30,318,1455.31,0.704,328000,0
M0105669,C0105669,2022-02-01,291000,275000,5.471,30,305,1646.98,0.585,470000,0
M0105670,C0105670,2023-09-10,335000,323000,2.8,30,324,1376.5,0.686,471000,0
M0105671,C0105671,2019-11-28,119000,100000,7.579,15,99,1108.49,0.581,172000,0
M0105672,C0105672,2023-03-09,264000,242000,7.635,15,138,2467.61,0.647,374000,0
M0105673,C0105673,2019-09-14,520000,478000,6.271,30,277,3208.83,0.531,901000,0
M0105674,C0105674,2022-04-27,298000,283000,6.965,30,308,1975.6,0.489,579000,0
M0105675,C0105675,2023-06-15,127000,122000,5.502,30,322,721.25,0.659,185000,0
M0105676,C0105676,2025-01-05,315000,309000,6.337,30,340,1957.37,0.684,452000,0
M0105677,C0105677,2021-04-19,417000,364000,6.423,15,116,3614.89,0.65,560000,0
M0105678,C0105678,2022-06-20,282000,268000,5.43,30,310,1588.8,0.478,561000,0
M0105679,C0105679,2019-12-09,287000,264000,4.591,30,279,1469.75,0.493,536000,0
M0105680,C0105680,2019-11-24,262000,241000,6.463,30,279,1649.65,0.604,399000,0
M0105681,C0105681,2022-07-23,447000,425000,7.567,30,311,3146.02,0.751,566000,0
M0105682,C0105682,2024-03-21,217000,211000,6.866,30,331,1424.23,0.591,357000,0
M0105683,C0105683,2023-09-11,431000,416000,5.875,30,324,2549.53,0.691,602000,0
M0105684,C0105684,2025-04-08,287000,282000,5.79,30,343,1682.15,0.779,362000,0
M0105685,C0105685,2024-10-05,613000,599000,5.853,30,337,3617.51,0.633,947000,0
M0105686,C0105686,2023-03-22,257000,247000,2.987,30,319,1081.72,0.55,449000,0
M0105687,C0105687,2024-08-22,188000,183000,5.383,30,336,1053.68,0.529,346000,0
M0105688,C0105688,2020-07-23,447000,415000,5.262,30,287,2471.67,0.643,645000,0
M0105689,C0105689,2020-07-29,419000,389000,4.172,30,287,2042.14,0.575,676000,0
M0105690,C0105690,2024-08-23,403000,393000,6.66,30,336,2589.79,0.543,724000,0
M0105691,C0105691,2024-02-22,500000,485000,5.81,30,330,2936.95,0.487,996000,0
M0105692,C0105692,2020-09-25,199000,185000,2.8,30,289,817.68,0.479,386000,0
M0105693,C0105693,2024-01-28,221000,214000,5.758,30,329,1290.82,0.652,328000,0
M0105694,C0105694,2024-02-19,634000,615000,6.904,30,330,4177.22,0.622,989000,0
M0105695,C0105695,2021-03-21,407000,381000,4.845,30,295,2146.47,0.481,792000,0
M0105696,C0105696,2023-04-16,261000,251000,4.373,30,320,1302.83,0.574,437000,0
M0105697,C0105697,2020-09-05,136000,117000,4.082,15,108,1011.57,0.684,171000,0
M0105698,C0105698,2022-07-11,176000,167000,5.61,30,310,1011.49,0.53,315000,0
M0105699,C0105699,2024-06-12,203000,198000,4.701,30,334,1052.96,0.611,324000,0
M0105700,C0105700,2024-10-11,248000,242000,3.882,30,338,1167.18,0.537,451000,0
M0105701,C0105701,2021-07-26,382000,359000,7.282,30,299,2614.21,0.486,739000,0
M0105702,C0105702,2023-01-05,166000,159000,5.724,30,316,965.99,0.626,254000,0
M0105703,C0105703,2023-01-07,252000,241000,4.923,30,316,1340.96,0.598,403000,0
M0105704,C0105704,2021-08-14,174000,164000,7.341,30,300,1197.75,0.596,275000,0
M0105705,C0105705,2024-01-14,265000,257000,5.802,30,329,1555.23,0.63,408000,0
M0105706,C0105706,2019-09-16,1080000,992000,5.352,30,277,6032.21,0.57,1741000,0
M0105707,C0105707,2022-07-30,594000,565000,5.74,30,311,3462.65,0.554,1019000,0
M0105708,C0105708,2020-07-16,437000,406000,4.919,30,287,2324.33,0.74,549000,0
M0105709,C0105709,2021-01-13,252000,219000,5.346,15,113,2038.51,0.457,479000,0
M0105710,C0105710,2022-01-19,191000,181000,6.142,30,305,1162.64,0.499,363000,0
M0105711,C0105711,2025-02-06,314000,308000,7.349,30,341,2163.16,0.706,436000,0
M0105712,C0105712,2021-04-12,151000,141000,4.896,30,296,801.03,0.698,202000,0
M0105713,C0105713,2025-04-09,453000,445000,6.191,30,343,2771.84,0.551,807000,0
M0105714,C0105714,2021-04-11,297000,278000,3.878,30,295,1397.11,0.477,583000,0
M0105715,C0105715,2020-03-25,323000,299000,6.056,30,283,1948.19,0.68,440000,0
M0105716,C0105716,2022-07-03,143000,136000,7.484,30,310,998.31,0.509,267000,0
M0105717,C0105717,2019-12-03,336000,309000,5.526,30,279,1913.26,0.469,659000,0
M0105718,C0105718,2021-12-08,291000,275000,4.865,30,303,1538.23,0.506,543000,0
M0105719,C0105719,2022-07-12,203000,193000,4.915,30,310,1079.23,0.573,337000,0
M0105720,C0105720,2022-07-04,367000,349000,6.032,30,310,2207.91,0.49,712000,0
M0105721,C0105721,2024-11-01,269000,263000,5.566,30,338,1538.51,0.776,339000,0
M0105722,C0105722,2025-04-19,380000,374000,5.055,30,344,2052.71,0.519,721000,0
M0105723,C0105723,2025-03-23,446000,438000,6.219,30,343,2737.11,0.555,789000,0
M0105724,C0105724,2020-04-30,191000,177000,4.534,30,284,971.63,0.6,295000,0
M0105725,C0105725,2024-10-05,346000,338000,6.452,30,337,2176.04,0.515,656000,0
M0105726,C0105726,2021-11-17,343000,324000,5.153,30,303,1873.5,0.524,618000,0
M0105727,C0105727,2024-01-02,610000,591000,6.225,30,328,3745.96,0.524,1127000,0
M0105728,C0105728,2023-05-27,499000,480000,6.424,30,321,3129.12,0.658,730000,0
M0105729,C0105729,2021-08-06,275000,259000,3.363,30,299,1213.94,0.561,462000,0
M0105730,C0105730,2020-06-20,265000,246000,5.422,30,286,1491.7,0.61,403000,0
M0105731,C0105731,2025-01-13,353000,346000,3.818,30,341,1648.45,0.563,615000,0
M0105732,C0105732,2022-07-21,187000,178000,3.596,30,311,849.77,0.527,338000,0
M0105733,C0105733,2024-11-16,201000,197000,5.242,30,339,1108.93,0.564,349000,0
M0105734,C0105734,2024-06-27,259000,252000,5.838,30,334,1525.96,0.51,494000,0
M0105735,C0105735,2021-06-03,100000,94000,3.801,30,297,466.01,0.696,135000,0
M0105736,C0105736,2025-07-08,200000,197000,5.798,30,346,1173.25,0.592,333000,0
M0105737,C0105737,2024-02-26,278000,270000,4.538,30,330,1414.87,0.588,459000,0
M0105738,C0105738,2022-05-09,1300000,1234000,5.575,30,308,7442.55,0.524,2355000,0
M0105739,C0105739,2024-05-26,238000,232000,8.0,30,333,1746.36,0.604,384000,0
M0105740,C0105740,2023-05-22,456000,438000,5.151,30,321,2490.16,0.667,657000,0
M0105741,C0105741,2022-03-16,297000,281000,4.248,30,307,1460.71,0.657,428000,0
M0105742,C0105742,2020-04-16,408000,378000,5.48,30,284,2311.46,0.618,612000,0
M0105743,C0105743,2025-03-23,191000,188000,5.291,30,343,1059.56,0.631,298000,0
M0105744,C0105744,2022-08-27,151000,144000,5.12,30,312,821.71,0.541,266000,0
M0105745,C0105745,2021-12-04,653000,617000,5.538,30,303,3723.25,0.604,1022000,0
M0105746,C0105746,2022-10-29,169000,161000,5.297,30,314,938.15,0.674,239000,0
M0105747,C0105747,2025-07-31,688000,679000,4.139,30,347,3339.99,0.73,930000,0
M0105748,C0105748,2021-02-18,272000,254000,6.407,30,294,1702.62,0.525,484000,0
M0105749,C0105749,2024-04-19,217000,211000,6.945,30,332,1435.7,0.73,289000,0
M0105750,C0105750,2025-02-07,253000,248000,5.091,30,341,1372.26,0.665,373000,0
M0105751,C0105751,2022-12-30,730000,698000,5.886,30,316,4323.36,0.678,1029000,0
M0105752,C0105752,2024-07-20,231000,225000,3.25,30,335,1005.33,0.743,303000,0
M0105753,C0105753,2021-11-30,271000,256000,5.48,30,303,1535.31,0.493,519000,0
M0105754,C0105754,2022-06-18,534000,508000,7.616,30,310,3776.31,0.73,696000,0
M0105755,C0105755,2024-06-22,415000,393000,6.38,15,154,3587.77,0.664,592000,0
M0105756,C0105756,2020-03-09,926000,856000,5.669,30,282,5356.33,0.671,1276000,0
M0105757,C0105757,2020-06-04,587000,544000,5.451,30,285,3314.9,0.491,1109000,0
M0105758,C0105758,2023-10-23,231000,223000,5.171,30,326,1264.31,0.502,444000,0
M0105759,C0105759,2020-03-09,629000,581000,5.962,30,282,3755.82,0.554,1048000,0
M0105760,C0105760,2023-09-29,125000,116000,6.631,15,145,1097.91,0.523,222000,0
M0105761,C0105761,2022-10-25,482000,460000,4.948,30,314,2572.18,0.507,907000,0
M0105762,C0105762,2022-04-21,236000,224000,6.326,30,308,1464.78,0.64,350000,0
M0105763,C0105763,2024-01-24,441000,427000,4.611,30,329,2263.66,0.591,723000,0
M0105764,C0105764,2022-02-04,875000,828000,5.019,30,305,4707.35,0.753,1099000,0
M0105765,C0105765,2025-01-13,142000,139000,4.277,30,341,700.8,0.681,204000,0
M0105766,C0105766,2022-01-26,520000,492000,5.676,30,305,3010.18,0.576,854000,0
M0105767,C0105767,2020-01-26,499000,460000,5.592,30,281,2862.14,0.614,749000,0
M0105768,C0105768,2023-10-04,456000,440000,5.936,30,325,2715.22,0.711,619000,0
M0105769,C0105769,2024-11-23,201000,193000,5.839,15,159,1678.72,0.728,265000,0
M0105770,C0105770,2022-03-24,313000,297000,6.295,30,307,1936.36,0.503,591000,0
M0105771,C0105771,2023-11-27,202000,195000,7.793,30,327,1453.16,0.533,366000,0
M0105772,C0105772,2021-03-29,406000,380000,6.306,30,295,2514.62,0.509,747000,0
M0105773,C0105773,2023-09-22,171000,165000,3.329,30,325,751.64,0.548,301000,0
M0105774,C0105774,2025-04-27,263000,259000,5.227,30,344,1448.55,0.713,363000,0
M0105775,C0105775,2024-02-02,449000,435000,5.461,30,329,2538.4,0.538,809000,0
M0105776,C0105776,2020-09-26,227000,211000,3.757,30,289,1052.17,0.558,378000,0
M0105777,C0105777,2025-09-07,269000,266000,6.413,30,348,1684.9,0.785,339000,0
M0105778,C0105778,2020-05-20,208000,193000,7.467,30,285,1449.67,0.72,268000,0
M0105779,C0105779,2024-06-15,373000,363000,4.547,30,334,1900.37,0.688,528000,0
M0105780,C0105780,2024-01-23,306000,297000,6.889,30,329,2013.07,0.528,563000,0
M0105781,C0105781,2021-03-17,227000,212000,6.681,30,295,1461.92,0.549,386000,0
M0105782,C0105782,2020-02-07,239000,221000,5.802,30,281,1402.64,0.544,406000,0
M0105783,C0105783,2024-06-19,355000,346000,6.414,30,334,2223.8,0.489,707000,0
M0105784,C0105784,2020-03-23,193000,178000,4.659,30,283,996.22,0.569,313000,0
M0105785,C0105785,2021-02-11,321000,300000,6.766,30,294,2085.42,0.586,512000,0
M0105786,C0105786,2025-07-15,333000,329000,6.893,30,347,2191.58,0.618,532000,0
M0105787,C0105787,2023-03-16,354000,325000,6.025,15,139,2992.04,0.619,525000,0
M0105788,C0105788,2024-03-06,251000,244000,5.836,30,330,1478.51,0.687,355000,0
M0105789,C0105789,2025-03-18,444000,429000,4.627,15,163,3425.46,0.741,579000,1
M0105790,C0105790,2020-02-27,530000,449000,6.541,15,102,4628.82,0.571,787000,0
M0105791,C0105791,2020-09-26,453000,422000,5.516,30,289,2576.63,0.696,606000,0
M0105792,C0105792,2020-06-15,364000,338000,5.35,30,286,2032.63,0.681,496000,0
M0105793,C0105793,2021-11-21,161000,152000,6.539,30,303,1021.76,0.561,271000,0
M0105794,C0105794,2021-04-29,758000,711000,5.182,30,296,4153.84,0.662,1074000,0
M0105795,C0105795,2022-01-10,337000,300000,4.724,15,124,2616.77,0.647,464000,0
M0105796,C0105796,2025-06-02,383000,377000,6.697,30,345,2470.65,0.598,630000,0
M0105797,C0105797,2024-10-18,230000,225000,3.84,30,338,1076.95,0.779,289000,0
M0105798,C0105798,2020-05-15,294000,272000,6.301,30,285,1819.97,0.551,494000,0
M0105799,C0105799,2021-12-16,591000,558000,4.146,30,304,2871.5,0.614,909000,0
M0105800,C0105800,2023-10-03,485000,468000,3.509,30,325,2180.3,0.658,711000,0
M0105801,C0105801,2020-12-02,281000,243000,6.223,15,111,2405.23,0.666,365000,0
M0105802,C0105802,2022-07-13,704000,670000,5.857,30,311,4156.33,0.665,1007000,0
M0105803,C0105803,2019-09-21,198000,182000,4.805,30,277,1039.44,0.506,360000,0
M0105804,C0105804,2022-09-18,141000,134000,4.229,30,313,691.9,0.606,221000,0
M0105805,C0105805,2021-09-03,125000,110000,5.872,15,120,1046.2,0.507,217000,0
M0105806,C0105806,2019-10-21,488000,449000,4.985,30,278,2615.22,0.488,920000,0
M0105807,C0105807,2023-02-08,231000,221000,6.37,30,317,1440.38,0.508,435000,0
M0105808,C0105808,2020-02-18,306000,259000,4.866,15,102,2398.52,0.456,568000,0
M0105809,C0105809,2020-10-14,566000,527000,5.032,30,290,3049.49,0.687,767000,0
M0105810,C0105810,2025-06-25,386000,381000,6.72,30,346,2495.9,0.556,685000,0
M0105811,C0105811,2025-05-24,181000,178000,4.37,30,345,903.17,0.709,251000,0
M0105812,C0105812,2025-02-22,738000,725000,3.899,30,342,3480.49,0.567,1279000,0
M0105813,C0105813,2023-03-08,283000,271000,4.472,30,318,1429.22,0.609,445000,0
M0105814,C0105814,2020-10-31,318000,296000,5.766,30,290,1859.0,0.477,621000,0
M0105815,C0105815,2021-04-22,229000,215000,7.602,30,296,1617.23,0.611,352000,0
M0105816,C0105816,2021-04-09,188000,176000,5.667,30,295,1087.22,0.503,350000,0
M0105817,C0105817,2023-07-17,368000,354000,4.541,30,323,1873.58,0.678,522000,0
M0105818,C0105818,2025-06-06,159000,157000,4.588,30,345,813.96,0.777,202000,0
M0105819,C0105819,2025-05-05,314000,309000,5.951,30,344,1872.71,0.541,571000,0
M0105820,C0105820,2024-11-14,724000,709000,3.593,30,339,3288.79,0.55,1289000,0
M0105821,C0105821,2025-01-12,477000,468000,3.43,30,341,2123.35,0.704,665000,0
M0105822,C0105822,2020-01-09,363000,335000,5.716,30,280,2110.54,0.654,512000,0
M0105823,C0105823,2024-09-10,189000,185000,6.473,30,336,1191.25,0.51,363000,0
M0105824,C0105824,2023-10-12,318000,307000,6.501,30,326,2010.19,0.613,501000,0
M0105825,C0105825,2020-09-17,220000,189000,5.881,15,109,1842.37,0.512,369000,0
M0105826,C0105826,2024-06-13,674000,639000,6.817,15,154,5989.35,0.71,900000,0
M0105827,C0105827,2021-05-17,259000,243000,5.292,30,297,1436.95,0.704,345000,0
M0105828,C0105828,2022-11-27,221000,211000,5.083,30,315,1197.61,0.526,401000,0
M0105829,C0105829,2021-02-12,294000,275000,5.443,30,294,1658.8,0.631,436000,0
M0105830,C0105830,2023-11-22,222000,215000,5.825,30,327,1306.13,0.538,400000,0
M0105831,C0105831,2020-03-30,369000,341000,8.0,30,283,2707.59,0.697,489000,0
M0105832,C0105832,2021-04-24,815000,764000,5.283,30,296,4517.13,0.744,1027000,0
M0105833,C0105833,2023-11-19,329000,318000,5.697,30,327,1908.89,0.619,514000,0
M0105834,C0105834,2021-09-14,207000,195000,7.411,30,301,1434.78,0.609,320000,0
M0105835,C0105835,2021-03-29,303000,284000,6.11,30,295,1838.12,0.475,598000,0
M0105836,C0105836,2019-10-13,174000,160000,3.652,30,278,796.18,0.724,221000,0
M0105837,C0105837,2023-07-06,1379000,1328000,7.391,30,322,9539.45,0.562,2363000,0
M0105838,C0105838,2019-11-02,806000,742000,5.857,30,278,4758.53,0.493,1504000,0
M0105839,C0105839,2020-12-26,611000,570000,2.8,30,292,2510.57,0.618,923000,0
M0105840,C0105840,2023-01-28,477000,457000,5.052,30,317,2575.82,0.543,842000,0
M0105841,C0105841,2021-07-10,302000,284000,4.708,30,298,1567.74,0.511,556000,0
M0105842,C0105842,2022-04-23,305000,289000,4.978,30,308,1633.21,0.645,448000,1
M0105843,C0105843,2019-10-06,294000,270000,5.461,30,277,1662.11,0.496,544000,0
M0105844,C0105844,2025-04-30,1076000,1042000,6.295,15,164,9252.28,0.49,2127000,0
M0105845,C0105845,2021-02-27,298000,279000,6.894,30,294,1961.43,0.631,442000,0
M0105846,C0105846,2020-09-13,247000,230000,6.934,30,289,1632.36,0.667,345000,0
M0105847,C0105847,2025-08-30,311000,307000,7.263,30,348,2124.31,0.51,602000,0
M0105848,C0105848,2022-08-23,424000,404000,5.28,30,312,2349.23,0.752,537000,0
M0105849,C0105849,2021-07-02,80000,75000,3.202,30,298,346.06,0.694,108000,0
M0105850,C0105850,2020-08-07,399000,371000,2.8,30,287,1639.47,0.603,615000,0
M0105851,C0105851,2025-02-01,92000,90000,6.351,30,341,572.52,0.556,162000,0
M0105852,C0105852,2024-01-12,684000,663000,5.434,30,329,3855.4,0.498,1332000,0
M0105853,C0105853,2022-06-04,138000,131000,7.147,30,309,931.78,0.575,228000,0
M0105854,C0105854,2021-11-04,219000,207000,6.01,30,302,1314.42,0.515,402000,0
M0105855,C0105855,2024-10-02,126000,123000,3.57,30,337,570.73,0.672,183000,0
M0105856,C0105856,2020-10-03,806000,750000,4.835,30,289,4245.87,0.527,1423000,0
M0105857,C0105857,2022-09-24,326000,296000,5.971,15,133,2745.87,0.631,469000,0
M0105858,C0105858,2023-04-16,998000,919000,4.275,15,140,7520.37,0.486,1891000,0
M0105859,C0105859,2020-12-11,886000,827000,7.156,30,292,5987.7,0.614,1346000,0
M0105860,C0105860,2022-08-16,612000,583000,5.015,30,312,3290.96,0.53,1099000,0
M0105861,C0105861,2023-12-18,163000,158000,5.146,30,328,889.62,0.629,251000,0
M0105862,C0105862,2023-01-31,356000,341000,3.735,30,317,1645.66,0.569,599000,0
M0105863,C0105863,2024-10-12,649000,635000,7.742,30,338,4645.93,0.568,1118000,0
M0105864,C0105864,2020-08-22,398000,370000,5.285,30,288,2206.41,0.653,567000,0
M0105865,C0105865,2023-10-24,272000,263000,5.82,30,326,1599.43,0.656,401000,0
M0105866,C0105866,2023-08-08,391000,363000,4.65,15,143,3021.19,0.642,565000,0
M0105867,C0105867,2024-08-27,410000,400000,5.066,30,336,2217.54,0.618,647000,0
M0105868,C0105868,2023-06-17,157000,151000,5.838,30,322,925.0,0.748,202000,0
M0105869,C0105869,2024-08-05,247000,241000,5.977,30,335,1477.24,0.49,492000,0
M0105870,C0105870,2025-06-02,454000,447000,6.134,30,345,2761.19,0.671,666000,0
M0105871,C0105871,2021-07-08,507000,476000,6.612,30,298,3242.02,0.595,800000,0
M0105872,C0105872,2023-06-09,370000,356000,6.263,30,321,2281.28,0.66,539000,0
M0105873,C0105873,2021-06-22,267000,251000,6.1,30,298,1618.01,0.609,412000,0
M0105874,C0105874,2024-05-11,298000,290000,4.776,30,332,1559.18,0.504,575000,0
M0105875,C0105875,2022-07-11,225000,214000,5.252,30,310,1242.74,0.538,398000,0
M0105876,C0105876,2024-06-09,311000,303000,4.15,30,333,1511.78,0.6,505000,0
M0105877,C0105877,2024-03-08,501000,486000,4.95,30,330,2674.19,0.55,883000,0
M0105878,C0105878,2019-11-20,1104000,1016000,5.97,30,279,6597.76,0.567,1791000,0
M0105879,C0105879,2022-07-10,179000,170000,5.941,30,310,1066.42,0.677,251000,0
M0105880,C0105880,2025-08-30,617000,610000,6.229,30,348,3790.55,0.672,908000,0
M0105881,C0105881,2020-01-04,397000,366000,7.118,30,280,2672.79,0.57,642000,0
M0105882,C0105882,2020-10-06,147000,137000,4.055,30,289,706.47,0.517,265000,0
M0105883,C0105883,2023-05-25,312000,300000,3.446,30,321,1391.63,0.744,403000,0
M0105884,C0105884,2024-04-03,299000,282000,5.211,15,151,2397.47,0.617,457000,0
M0105885,C0105885,2023-02-27,327000,314000,7.122,30,318,2202.4,0.712,441000,0
M0105886,C0105886,2021-01-22,553000,517000,7.086,30,293,3711.12,0.536,964000,0
M0105887,C0105887,2022-09-25,880000,839000,5.718,30,313,5117.57,0.674,1244000,0
M0105888,C0105888,2024-08-26,626000,611000,5.186,30,336,3432.02,0.646,946000,0
